GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABA1E001,NAME_M,ABA1M001
G4500450,2010-2014,SC,,,South Carolina,45,Greenville County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45045,,,"Greenville County, South Carolina",467087,"Greenville County, South Carolina",0
G4500470,2010-2014,SC,,,South Carolina,45,Greenwood County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45047,,,"Greenwood County, South Carolina",69708,"Greenwood County, South Carolina",0
G4500490,2010-2014,SC,,,South Carolina,45,Hampton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45049,,,"Hampton County, South Carolina",20670,"Hampton County, South Carolina",0
G4500510,2010-2014,SC,,,South Carolina,45,Horry County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45051,,,"Horry County, South Carolina",283280,"Horry County, South Carolina",0
G4500530,2010-2014,SC,,,South Carolina,45,Jasper County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45053,,,"Jasper County, South Carolina",26042,"Jasper County, South Carolina",0
G4500550,2010-2014,SC,,,South Carolina,45,Kershaw County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45055,,,"Kershaw County, South Carolina",62342,"Kershaw County, South Carolina",0
G4500570,2010-2014,SC,,,South Carolina,45,Lancaster County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45057,,,"Lancaster County, South Carolina",79515,"Lancaster County, South Carolina",0
G4500590,2010-2014,SC,,,South Carolina,45,Laurens County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45059,,,"Laurens County, South Carolina",66390,"Laurens County, South Carolina",0
G4500610,2010-2014,SC,,,South Carolina,45,Lee County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45061,,,"Lee County, South Carolina",18708,"Lee County, South Carolina",0
G4500630,2010-2014,SC,,,South Carolina,45,Lexington County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45063,,,"Lexington County, South Carolina",270263,"Lexington County, South Carolina",0
G4500650,2010-2014,SC,,,South Carolina,45,McCormick County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45065,,,"McCormick County, South Carolina",10003,"McCormick County, South Carolina",0
G4500670,2010-2014,SC,,,South Carolina,45,Marion County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45067,,,"Marion County, South Carolina",32411,"Marion County, South Carolina",0
G4500690,2010-2014,SC,,,South Carolina,45,Marlboro County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45069,,,"Marlboro County, South Carolina",28294,"Marlboro County, South Carolina",0
G4500710,2010-2014,SC,,,South Carolina,45,Newberry County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45071,,,"Newberry County, South Carolina",37593,"Newberry County, South Carolina",0
G4500730,2010-2014,SC,,,South Carolina,45,Oconee County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45073,,,"Oconee County, South Carolina",74656,"Oconee County, South Carolina",0
G4500750,2010-2014,SC,,,South Carolina,45,Orangeburg County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45075,,,"Orangeburg County, South Carolina",91262,"Orangeburg County, South Carolina",0
G4500770,2010-2014,SC,,,South Carolina,45,Pickens County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45077,,,"Pickens County, South Carolina",119577,"Pickens County, South Carolina",0
G4500790,2010-2014,SC,,,South Carolina,45,Richland County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45079,,,"Richland County, South Carolina",393707,"Richland County, South Carolina",0
G4500810,2010-2014,SC,,,South Carolina,45,Saluda County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45081,,,"Saluda County, South Carolina",19973,"Saluda County, South Carolina",0
G4500830,2010-2014,SC,,,South Carolina,45,Spartanburg County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45083,,,"Spartanburg County, South Carolina",288728,"Spartanburg County, South Carolina",0
G4500850,2010-2014,SC,,,South Carolina,45,Sumter County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45085,,,"Sumter County, South Carolina",107782,"Sumter County, South Carolina",0
G4500870,2010-2014,SC,,,South Carolina,45,Union County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45087,,,"Union County, South Carolina",28329,"Union County, South Carolina",0
G4500890,2010-2014,SC,,,South Carolina,45,Williamsburg County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45089,,,"Williamsburg County, South Carolina",33560,"Williamsburg County, South Carolina",0
G4500910,2010-2014,SC,,,South Carolina,45,York County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45091,,,"York County, South Carolina",235285,"York County, South Carolina",0
G4600030,2010-2014,SD,,,South Dakota,46,Aurora County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46003,,,"Aurora County, South Dakota",2729,"Aurora County, South Dakota",0
G4600050,2010-2014,SD,,,South Dakota,46,Beadle County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46005,,,"Beadle County, South Dakota",17922,"Beadle County, South Dakota",0
G4600070,2010-2014,SD,,,South Dakota,46,Bennett County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46007,,,"Bennett County, South Dakota",3440,"Bennett County, South Dakota",0
G4600090,2010-2014,SD,,,South Dakota,46,Bon Homme County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46009,,,"Bon Homme County, South Dakota",7032,"Bon Homme County, South Dakota",0
G4600110,2010-2014,SD,,,South Dakota,46,Brookings County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46011,,,"Brookings County, South Dakota",32647,"Brookings County, South Dakota",0
G4600130,2010-2014,SD,,,South Dakota,46,Brown County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46013,,,"Brown County, South Dakota",37528,"Brown County, South Dakota",0
G4600150,2010-2014,SD,,,South Dakota,46,Brule County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46015,,,"Brule County, South Dakota",5311,"Brule County, South Dakota",0
G4600170,2010-2014,SD,,,South Dakota,46,Buffalo County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46017,,,"Buffalo County, South Dakota",2013,"Buffalo County, South Dakota",0
G4600190,2010-2014,SD,,,South Dakota,46,Butte County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46019,,,"Butte County, South Dakota",10259,"Butte County, South Dakota",0
G4600210,2010-2014,SD,,,South Dakota,46,Campbell County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46021,,,"Campbell County, South Dakota",1440,"Campbell County, South Dakota",128
G4600230,2010-2014,SD,,,South Dakota,46,Charles Mix County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46023,,,"Charles Mix County, South Dakota",9209,"Charles Mix County, South Dakota",0
G4600250,2010-2014,SD,,,South Dakota,46,Clark County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46025,,,"Clark County, South Dakota",3631,"Clark County, South Dakota",0
G4600270,2010-2014,SD,,,South Dakota,46,Clay County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46027,,,"Clay County, South Dakota",13968,"Clay County, South Dakota",0
G4600290,2010-2014,SD,,,South Dakota,46,Codington County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46029,,,"Codington County, South Dakota",27598,"Codington County, South Dakota",0
G4600310,2010-2014,SD,,,South Dakota,46,Corson County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46031,,,"Corson County, South Dakota",4122,"Corson County, South Dakota",0
G4600330,2010-2014,SD,,,South Dakota,46,Custer County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46033,,,"Custer County, South Dakota",8358,"Custer County, South Dakota",0
G4600350,2010-2014,SD,,,South Dakota,46,Davison County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46035,,,"Davison County, South Dakota",19730,"Davison County, South Dakota",0
G4600370,2010-2014,SD,,,South Dakota,46,Day County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46037,,,"Day County, South Dakota",5664,"Day County, South Dakota",0
G4600390,2010-2014,SD,,,South Dakota,46,Deuel County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46039,,,"Deuel County, South Dakota",4340,"Deuel County, South Dakota",0
G4600410,2010-2014,SD,,,South Dakota,46,Dewey County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46041,,,"Dewey County, South Dakota",5510,"Dewey County, South Dakota",0
G4600430,2010-2014,SD,,,South Dakota,46,Douglas County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46043,,,"Douglas County, South Dakota",2990,"Douglas County, South Dakota",0
G4600450,2010-2014,SD,,,South Dakota,46,Edmunds County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46045,,,"Edmunds County, South Dakota",4036,"Edmunds County, South Dakota",0
G4600470,2010-2014,SD,,,South Dakota,46,Fall River County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46047,,,"Fall River County, South Dakota",6957,"Fall River County, South Dakota",0
G4600490,2010-2014,SD,,,South Dakota,46,Faulk County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46049,,,"Faulk County, South Dakota",2371,"Faulk County, South Dakota",0
G4600510,2010-2014,SD,,,South Dakota,46,Grant County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46051,,,"Grant County, South Dakota",7281,"Grant County, South Dakota",0
G4600530,2010-2014,SD,,,South Dakota,46,Gregory County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46053,,,"Gregory County, South Dakota",4235,"Gregory County, South Dakota",0
G4600550,2010-2014,SD,,,South Dakota,46,Haakon County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46055,,,"Haakon County, South Dakota",2092,"Haakon County, South Dakota",98
G4600570,2010-2014,SD,,,South Dakota,46,Hamlin County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46057,,,"Hamlin County, South Dakota",5949,"Hamlin County, South Dakota",0
G4600590,2010-2014,SD,,,South Dakota,46,Hand County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46059,,,"Hand County, South Dakota",3344,"Hand County, South Dakota",121
G4600610,2010-2014,SD,,,South Dakota,46,Hanson County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46061,,,"Hanson County, South Dakota",3392,"Hanson County, South Dakota",0
G4600630,2010-2014,SD,,,South Dakota,46,Harding County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46063,,,"Harding County, South Dakota",1263,"Harding County, South Dakota",117
G4600650,2010-2014,SD,,,South Dakota,46,Hughes County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46065,,,"Hughes County, South Dakota",17379,"Hughes County, South Dakota",0
G4600670,2010-2014,SD,,,South Dakota,46,Hutchinson County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46067,,,"Hutchinson County, South Dakota",7221,"Hutchinson County, South Dakota",0
G4600690,2010-2014,SD,,,South Dakota,46,Hyde County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46069,,,"Hyde County, South Dakota",1460,"Hyde County, South Dakota",121
G4600710,2010-2014,SD,,,South Dakota,46,Jackson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46071,,,"Jackson County, South Dakota",3180,"Jackson County, South Dakota",0
G4600730,2010-2014,SD,,,South Dakota,46,Jerauld County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46073,,,"Jerauld County, South Dakota",2051,"Jerauld County, South Dakota",0
G4600750,2010-2014,SD,,,South Dakota,46,Jones County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46075,,,"Jones County, South Dakota",805,"Jones County, South Dakota",98
G4600770,2010-2014,SD,,,South Dakota,46,Kingsbury County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46077,,,"Kingsbury County, South Dakota",5141,"Kingsbury County, South Dakota",0
G4600790,2010-2014,SD,,,South Dakota,46,Lake County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46079,,,"Lake County, South Dakota",11831,"Lake County, South Dakota",0
G4600810,2010-2014,SD,,,South Dakota,46,Lawrence County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46081,,,"Lawrence County, South Dakota",24478,"Lawrence County, South Dakota",0
G4600830,2010-2014,SD,,,South Dakota,46,Lincoln County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46083,,,"Lincoln County, South Dakota",48326,"Lincoln County, South Dakota",0
G4600850,2010-2014,SD,,,South Dakota,46,Lyman County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46085,,,"Lyman County, South Dakota",3831,"Lyman County, South Dakota",0
G4600870,2010-2014,SD,,,South Dakota,46,McCook County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46087,,,"McCook County, South Dakota",5615,"McCook County, South Dakota",0
G4600890,2010-2014,SD,,,South Dakota,46,McPherson County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46089,,,"McPherson County, South Dakota",2401,"McPherson County, South Dakota",128
G4600910,2010-2014,SD,,,South Dakota,46,Marshall County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46091,,,"Marshall County, South Dakota",4668,"Marshall County, South Dakota",0
G4600930,2010-2014,SD,,,South Dakota,46,Meade County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46093,,,"Meade County, South Dakota",26108,"Meade County, South Dakota",0
G4600950,2010-2014,SD,,,South Dakota,46,Mellette County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46095,,,"Mellette County, South Dakota",2084,"Mellette County, South Dakota",0
G4600970,2010-2014,SD,,,South Dakota,46,Miner County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46097,,,"Miner County, South Dakota",2340,"Miner County, South Dakota",0
G4600990,2010-2014,SD,,,South Dakota,46,Minnehaha County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46099,,,"Minnehaha County, South Dakota",176014,"Minnehaha County, South Dakota",0
G4601010,2010-2014,SD,,,South Dakota,46,Moody County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46101,,,"Moody County, South Dakota",6445,"Moody County, South Dakota",0
G4601030,2010-2014,SD,,,South Dakota,46,Pennington County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46103,,,"Pennington County, South Dakota",104574,"Pennington County, South Dakota",0
G4601050,2010-2014,SD,,,South Dakota,46,Perkins County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46105,,,"Perkins County, South Dakota",3024,"Perkins County, South Dakota",117
G4601070,2010-2014,SD,,,South Dakota,46,Potter County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46107,,,"Potter County, South Dakota",2312,"Potter County, South Dakota",111
G4601090,2010-2014,SD,,,South Dakota,46,Roberts County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46109,,,"Roberts County, South Dakota",10303,"Roberts County, South Dakota",0
G4601110,2010-2014,SD,,,South Dakota,46,Sanborn County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46111,,,"Sanborn County, South Dakota",2341,"Sanborn County, South Dakota",0
G4601130,2010-2014,SD,,,South Dakota,46,Shannon County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46113,,,"Shannon County, South Dakota",14005,"Shannon County, South Dakota",0
G4601150,2010-2014,SD,,,South Dakota,46,Spink County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46115,,,"Spink County, South Dakota",6552,"Spink County, South Dakota",0
G4601170,2010-2014,SD,,,South Dakota,46,Stanley County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46117,,,"Stanley County, South Dakota",2984,"Stanley County, South Dakota",0
G4601190,2010-2014,SD,,,South Dakota,46,Sully County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46119,,,"Sully County, South Dakota",1461,"Sully County, South Dakota",111
G4601210,2010-2014,SD,,,South Dakota,46,Todd County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46121,,,"Todd County, South Dakota",9859,"Todd County, South Dakota",0
G4601230,2010-2014,SD,,,South Dakota,46,Tripp County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46123,,,"Tripp County, South Dakota",5549,"Tripp County, South Dakota",0
G4601250,2010-2014,SD,,,South Dakota,46,Turner County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46125,,,"Turner County, South Dakota",8339,"Turner County, South Dakota",0
G4601270,2010-2014,SD,,,South Dakota,46,Union County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46127,,,"Union County, South Dakota",14751,"Union County, South Dakota",0
G4601290,2010-2014,SD,,,South Dakota,46,Walworth County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46129,,,"Walworth County, South Dakota",5498,"Walworth County, South Dakota",0
G4601350,2010-2014,SD,,,South Dakota,46,Yankton County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46135,,,"Yankton County, South Dakota",22580,"Yankton County, South Dakota",0
G4601370,2010-2014,SD,,,South Dakota,46,Ziebach County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46137,,,"Ziebach County, South Dakota",2837,"Ziebach County, South Dakota",0
G4700010,2010-2014,TN,,,Tennessee,47,Anderson County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47001,,,"Anderson County, Tennessee",75346,"Anderson County, Tennessee",0
G4700030,2010-2014,TN,,,Tennessee,47,Bedford County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47003,,,"Bedford County, Tennessee",45660,"Bedford County, Tennessee",0
G4700050,2010-2014,TN,,,Tennessee,47,Benton County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47005,,,"Benton County, Tennessee",16345,"Benton County, Tennessee",0
G4700070,2010-2014,TN,,,Tennessee,47,Bledsoe County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47007,,,"Bledsoe County, Tennessee",13240,"Bledsoe County, Tennessee",0
G4700090,2010-2014,TN,,,Tennessee,47,Blount County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47009,,,"Blount County, Tennessee",124435,"Blount County, Tennessee",0
G4700110,2010-2014,TN,,,Tennessee,47,Bradley County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47011,,,"Bradley County, Tennessee",101004,"Bradley County, Tennessee",0
G4700130,2010-2014,TN,,,Tennessee,47,Campbell County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47013,,,"Campbell County, Tennessee",40361,"Campbell County, Tennessee",0
G4700150,2010-2014,TN,,,Tennessee,47,Cannon County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47015,,,"Cannon County, Tennessee",13786,"Cannon County, Tennessee",0
G4700170,2010-2014,TN,,,Tennessee,47,Carroll County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47017,,,"Carroll County, Tennessee",28511,"Carroll County, Tennessee",0
G4700190,2010-2014,TN,,,Tennessee,47,Carter County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47019,,,"Carter County, Tennessee",57298,"Carter County, Tennessee",0
G4700210,2010-2014,TN,,,Tennessee,47,Cheatham County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47021,,,"Cheatham County, Tennessee",39324,"Cheatham County, Tennessee",0
G4700230,2010-2014,TN,,,Tennessee,47,Chester County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47023,,,"Chester County, Tennessee",17270,"Chester County, Tennessee",0
G4700250,2010-2014,TN,,,Tennessee,47,Claiborne County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47025,,,"Claiborne County, Tennessee",31841,"Claiborne County, Tennessee",0
G4700270,2010-2014,TN,,,Tennessee,47,Clay County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47027,,,"Clay County, Tennessee",7802,"Clay County, Tennessee",0
G4700290,2010-2014,TN,,,Tennessee,47,Cocke County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47029,,,"Cocke County, Tennessee",35453,"Cocke County, Tennessee",0
G4700310,2010-2014,TN,,,Tennessee,47,Coffee County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47031,,,"Coffee County, Tennessee",53151,"Coffee County, Tennessee",0
G4700330,2010-2014,TN,,,Tennessee,47,Crockett County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47033,,,"Crockett County, Tennessee",14599,"Crockett County, Tennessee",0
G4700350,2010-2014,TN,,,Tennessee,47,Cumberland County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47035,,,"Cumberland County, Tennessee",57064,"Cumberland County, Tennessee",0
G4700370,2010-2014,TN,,,Tennessee,47,Davidson County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47037,,,"Davidson County, Tennessee",648048,"Davidson County, Tennessee",0
G4700390,2010-2014,TN,,,Tennessee,47,Decatur County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47039,,,"Decatur County, Tennessee",11675,"Decatur County, Tennessee",0
G4700410,2010-2014,TN,,,Tennessee,47,DeKalb County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47041,,,"DeKalb County, Tennessee",18968,"DeKalb County, Tennessee",0
G4700430,2010-2014,TN,,,Tennessee,47,Dickson County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47043,,,"Dickson County, Tennessee",50115,"Dickson County, Tennessee",0
G4700450,2010-2014,TN,,,Tennessee,47,Dyer County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47045,,,"Dyer County, Tennessee",38156,"Dyer County, Tennessee",0
G4700470,2010-2014,TN,,,Tennessee,47,Fayette County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47047,,,"Fayette County, Tennessee",38664,"Fayette County, Tennessee",0
G4700490,2010-2014,TN,,,Tennessee,47,Fentress County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47049,,,"Fentress County, Tennessee",17922,"Fentress County, Tennessee",0
G4700510,2010-2014,TN,,,Tennessee,47,Franklin County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47051,,,"Franklin County, Tennessee",41069,"Franklin County, Tennessee",0
G4700530,2010-2014,TN,,,Tennessee,47,Gibson County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47053,,,"Gibson County, Tennessee",49632,"Gibson County, Tennessee",0
G4700550,2010-2014,TN,,,Tennessee,47,Giles County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47055,,,"Giles County, Tennessee",29064,"Giles County, Tennessee",0
G4700570,2010-2014,TN,,,Tennessee,47,Grainger County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47057,,,"Grainger County, Tennessee",22724,"Grainger County, Tennessee",0
G4700590,2010-2014,TN,,,Tennessee,47,Greene County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47059,,,"Greene County, Tennessee",68596,"Greene County, Tennessee",0
G4700610,2010-2014,TN,,,Tennessee,47,Grundy County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47061,,,"Grundy County, Tennessee",13574,"Grundy County, Tennessee",0
G4700630,2010-2014,TN,,,Tennessee,47,Hamblen County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47063,,,"Hamblen County, Tennessee",62863,"Hamblen County, Tennessee",0
G4700650,2010-2014,TN,,,Tennessee,47,Hamilton County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47065,,,"Hamilton County, Tennessee",344772,"Hamilton County, Tennessee",0
G4700670,2010-2014,TN,,,Tennessee,47,Hancock County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47067,,,"Hancock County, Tennessee",6706,"Hancock County, Tennessee",0
G4700690,2010-2014,TN,,,Tennessee,47,Hardeman County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47069,,,"Hardeman County, Tennessee",26560,"Hardeman County, Tennessee",0
G4700710,2010-2014,TN,,,Tennessee,47,Hardin County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47071,,,"Hardin County, Tennessee",25969,"Hardin County, Tennessee",0
G4700730,2010-2014,TN,,,Tennessee,47,Hawkins County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47073,,,"Hawkins County, Tennessee",56741,"Hawkins County, Tennessee",0
G4700750,2010-2014,TN,,,Tennessee,47,Haywood County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47075,,,"Haywood County, Tennessee",18389,"Haywood County, Tennessee",0
G4700770,2010-2014,TN,,,Tennessee,47,Henderson County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47077,,,"Henderson County, Tennessee",27963,"Henderson County, Tennessee",0
G4700790,2010-2014,TN,,,Tennessee,47,Henry County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47079,,,"Henry County, Tennessee",32279,"Henry County, Tennessee",0
G4700810,2010-2014,TN,,,Tennessee,47,Hickman County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47081,,,"Hickman County, Tennessee",24354,"Hickman County, Tennessee",0
G4700830,2010-2014,TN,,,Tennessee,47,Houston County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47083,,,"Houston County, Tennessee",8356,"Houston County, Tennessee",0
G4700850,2010-2014,TN,,,Tennessee,47,Humphreys County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47085,,,"Humphreys County, Tennessee",18322,"Humphreys County, Tennessee",0
G4700870,2010-2014,TN,,,Tennessee,47,Jackson County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47087,,,"Jackson County, Tennessee",11555,"Jackson County, Tennessee",0
G4700890,2010-2014,TN,,,Tennessee,47,Jefferson County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47089,,,"Jefferson County, Tennessee",52166,"Jefferson County, Tennessee",0
G4700910,2010-2014,TN,,,Tennessee,47,Johnson County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47091,,,"Johnson County, Tennessee",18089,"Johnson County, Tennessee",0
G4700930,2010-2014,TN,,,Tennessee,47,Knox County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47093,,,"Knox County, Tennessee",440732,"Knox County, Tennessee",0
G4700950,2010-2014,TN,,,Tennessee,47,Lake County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47095,,,"Lake County, Tennessee",7725,"Lake County, Tennessee",0
