GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JMAE001,NAME_M,JMAM001
G4201310,2006-2010,PA,,,Pennsylvania,42,Wyoming County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US42131,,,"Wyoming County, Pennsylvania",28262,"Wyoming County, Pennsylvania",0
G4201330,2006-2010,PA,,,Pennsylvania,42,York County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US42133,,,"York County, Pennsylvania",428175,"York County, Pennsylvania",0
G4400010,2006-2010,RI,,,Rhode Island,44,Bristol County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US44001,,,"Bristol County, Rhode Island",50501,"Bristol County, Rhode Island",0
G4400030,2006-2010,RI,,,Rhode Island,44,Kent County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US44003,,,"Kent County, Rhode Island",167235,"Kent County, Rhode Island",0
G4400050,2006-2010,RI,,,Rhode Island,44,Newport County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US44005,,,"Newport County, Rhode Island",83253,"Newport County, Rhode Island",0
G4400070,2006-2010,RI,,,Rhode Island,44,Providence County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US44007,,,"Providence County, Rhode Island",628413,"Providence County, Rhode Island",0
G4400090,2006-2010,RI,,,Rhode Island,44,Washington County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US44009,,,"Washington County, Rhode Island",126987,"Washington County, Rhode Island",0
G4500010,2006-2010,SC,,,South Carolina,45,Abbeville County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45001,,,"Abbeville County, South Carolina",25643,"Abbeville County, South Carolina",0
G4500030,2006-2010,SC,,,South Carolina,45,Aiken County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45003,,,"Aiken County, South Carolina",156670,"Aiken County, South Carolina",0
G4500050,2006-2010,SC,,,South Carolina,45,Allendale County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45005,,,"Allendale County, South Carolina",10688,"Allendale County, South Carolina",0
G4500070,2006-2010,SC,,,South Carolina,45,Anderson County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45007,,,"Anderson County, South Carolina",183691,"Anderson County, South Carolina",0
G4500090,2006-2010,SC,,,South Carolina,45,Bamberg County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45009,,,"Bamberg County, South Carolina",16139,"Bamberg County, South Carolina",0
G4500110,2006-2010,SC,,,South Carolina,45,Barnwell County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45011,,,"Barnwell County, South Carolina",22748,"Barnwell County, South Carolina",0
G4500130,2006-2010,SC,,,South Carolina,45,Beaufort County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45013,,,"Beaufort County, South Carolina",155550,"Beaufort County, South Carolina",0
G4500150,2006-2010,SC,,,South Carolina,45,Berkeley County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45015,,,"Berkeley County, South Carolina",169878,"Berkeley County, South Carolina",0
G4500170,2006-2010,SC,,,South Carolina,45,Calhoun County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45017,,,"Calhoun County, South Carolina",15212,"Calhoun County, South Carolina",0
G4500190,2006-2010,SC,,,South Carolina,45,Charleston County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45019,,,"Charleston County, South Carolina",342434,"Charleston County, South Carolina",0
G4500210,2006-2010,SC,,,South Carolina,45,Cherokee County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45021,,,"Cherokee County, South Carolina",54832,"Cherokee County, South Carolina",0
G4500230,2006-2010,SC,,,South Carolina,45,Chester County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45023,,,"Chester County, South Carolina",33246,"Chester County, South Carolina",0
G4500250,2006-2010,SC,,,South Carolina,45,Chesterfield County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45025,,,"Chesterfield County, South Carolina",46087,"Chesterfield County, South Carolina",0
G4500270,2006-2010,SC,,,South Carolina,45,Clarendon County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45027,,,"Clarendon County, South Carolina",34621,"Clarendon County, South Carolina",0
G4500290,2006-2010,SC,,,South Carolina,45,Colleton County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45029,,,"Colleton County, South Carolina",38833,"Colleton County, South Carolina",0
G4500310,2006-2010,SC,,,South Carolina,45,Darlington County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45031,,,"Darlington County, South Carolina",68602,"Darlington County, South Carolina",0
G4500330,2006-2010,SC,,,South Carolina,45,Dillon County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45033,,,"Dillon County, South Carolina",31666,"Dillon County, South Carolina",0
G4500350,2006-2010,SC,,,South Carolina,45,Dorchester County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45035,,,"Dorchester County, South Carolina",129618,"Dorchester County, South Carolina",0
G4500370,2006-2010,SC,,,South Carolina,45,Edgefield County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45037,,,"Edgefield County, South Carolina",26680,"Edgefield County, South Carolina",0
G4500390,2006-2010,SC,,,South Carolina,45,Fairfield County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45039,,,"Fairfield County, South Carolina",24040,"Fairfield County, South Carolina",0
G4500410,2006-2010,SC,,,South Carolina,45,Florence County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45041,,,"Florence County, South Carolina",134897,"Florence County, South Carolina",0
G4500430,2006-2010,SC,,,South Carolina,45,Georgetown County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45043,,,"Georgetown County, South Carolina",60236,"Georgetown County, South Carolina",0
G4500450,2006-2010,SC,,,South Carolina,45,Greenville County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45045,,,"Greenville County, South Carolina",436437,"Greenville County, South Carolina",0
G4500470,2006-2010,SC,,,South Carolina,45,Greenwood County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45047,,,"Greenwood County, South Carolina",68890,"Greenwood County, South Carolina",0
G4500490,2006-2010,SC,,,South Carolina,45,Hampton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45049,,,"Hampton County, South Carolina",21173,"Hampton County, South Carolina",0
G4500510,2006-2010,SC,,,South Carolina,45,Horry County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45051,,,"Horry County, South Carolina",258267,"Horry County, South Carolina",0
G4500530,2006-2010,SC,,,South Carolina,45,Jasper County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45053,,,"Jasper County, South Carolina",23634,"Jasper County, South Carolina",0
G4500550,2006-2010,SC,,,South Carolina,45,Kershaw County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45055,,,"Kershaw County, South Carolina",60166,"Kershaw County, South Carolina",0
G4500570,2006-2010,SC,,,South Carolina,45,Lancaster County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45057,,,"Lancaster County, South Carolina",72302,"Lancaster County, South Carolina",0
G4500590,2006-2010,SC,,,South Carolina,45,Laurens County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45059,,,"Laurens County, South Carolina",67026,"Laurens County, South Carolina",0
G4500610,2006-2010,SC,,,South Carolina,45,Lee County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45061,,,"Lee County, South Carolina",19615,"Lee County, South Carolina",0
G4500630,2006-2010,SC,,,South Carolina,45,Lexington County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45063,,,"Lexington County, South Carolina",252563,"Lexington County, South Carolina",0
G4500650,2006-2010,SC,,,South Carolina,45,McCormick County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45065,,,"McCormick County, South Carolina",10203,"McCormick County, South Carolina",0
G4500670,2006-2010,SC,,,South Carolina,45,Marion County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45067,,,"Marion County, South Carolina",33568,"Marion County, South Carolina",0
G4500690,2006-2010,SC,,,South Carolina,45,Marlboro County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45069,,,"Marlboro County, South Carolina",29112,"Marlboro County, South Carolina",0
G4500710,2006-2010,SC,,,South Carolina,45,Newberry County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45071,,,"Newberry County, South Carolina",37197,"Newberry County, South Carolina",0
G4500730,2006-2010,SC,,,South Carolina,45,Oconee County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45073,,,"Oconee County, South Carolina",73035,"Oconee County, South Carolina",0
G4500750,2006-2010,SC,,,South Carolina,45,Orangeburg County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45075,,,"Orangeburg County, South Carolina",92475,"Orangeburg County, South Carolina",0
G4500770,2006-2010,SC,,,South Carolina,45,Pickens County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45077,,,"Pickens County, South Carolina",117823,"Pickens County, South Carolina",0
G4500790,2006-2010,SC,,,South Carolina,45,Richland County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45079,,,"Richland County, South Carolina",372597,"Richland County, South Carolina",0
G4500810,2006-2010,SC,,,South Carolina,45,Saluda County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45081,,,"Saluda County, South Carolina",19567,"Saluda County, South Carolina",0
G4500830,2006-2010,SC,,,South Carolina,45,Spartanburg County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45083,,,"Spartanburg County, South Carolina",278167,"Spartanburg County, South Carolina",0
G4500850,2006-2010,SC,,,South Carolina,45,Sumter County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45085,,,"Sumter County, South Carolina",106601,"Sumter County, South Carolina",0
G4500870,2006-2010,SC,,,South Carolina,45,Union County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45087,,,"Union County, South Carolina",29089,"Union County, South Carolina",0
G4500890,2006-2010,SC,,,South Carolina,45,Williamsburg County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45089,,,"Williamsburg County, South Carolina",34994,"Williamsburg County, South Carolina",0
G4500910,2006-2010,SC,,,South Carolina,45,York County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US45091,,,"York County, South Carolina",214916,"York County, South Carolina",0
G4600030,2006-2010,SD,,,South Dakota,46,Aurora County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46003,,,"Aurora County, South Dakota",2739,"Aurora County, South Dakota",0
G4600050,2006-2010,SD,,,South Dakota,46,Beadle County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46005,,,"Beadle County, South Dakota",16829,"Beadle County, South Dakota",0
G4600070,2006-2010,SD,,,South Dakota,46,Bennett County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46007,,,"Bennett County, South Dakota",3441,"Bennett County, South Dakota",0
G4600090,2006-2010,SD,,,South Dakota,46,Bon Homme County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46009,,,"Bon Homme County, South Dakota",7080,"Bon Homme County, South Dakota",0
G4600110,2006-2010,SD,,,South Dakota,46,Brookings County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46011,,,"Brookings County, South Dakota",31250,"Brookings County, South Dakota",0
G4600130,2006-2010,SD,,,South Dakota,46,Brown County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46013,,,"Brown County, South Dakota",36011,"Brown County, South Dakota",0
G4600150,2006-2010,SD,,,South Dakota,46,Brule County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46015,,,"Brule County, South Dakota",5128,"Brule County, South Dakota",0
G4600170,2006-2010,SD,,,South Dakota,46,Buffalo County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46017,,,"Buffalo County, South Dakota",1932,"Buffalo County, South Dakota",0
G4600190,2006-2010,SD,,,South Dakota,46,Butte County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46019,,,"Butte County, South Dakota",9888,"Butte County, South Dakota",0
G4600210,2006-2010,SD,,,South Dakota,46,Campbell County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46021,,,"Campbell County, South Dakota",1431,"Campbell County, South Dakota",101
G4600230,2006-2010,SD,,,South Dakota,46,Charles Mix County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46023,,,"Charles Mix County, South Dakota",9075,"Charles Mix County, South Dakota",0
G4600250,2006-2010,SD,,,South Dakota,46,Clark County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46025,,,"Clark County, South Dakota",3702,"Clark County, South Dakota",0
G4600270,2006-2010,SD,,,South Dakota,46,Clay County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46027,,,"Clay County, South Dakota",13816,"Clay County, South Dakota",0
G4600290,2006-2010,SD,,,South Dakota,46,Codington County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46029,,,"Codington County, South Dakota",27040,"Codington County, South Dakota",0
G4600310,2006-2010,SD,,,South Dakota,46,Corson County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46031,,,"Corson County, South Dakota",4053,"Corson County, South Dakota",0
G4600330,2006-2010,SD,,,South Dakota,46,Custer County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46033,,,"Custer County, South Dakota",8085,"Custer County, South Dakota",0
G4600350,2006-2010,SD,,,South Dakota,46,Davison County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46035,,,"Davison County, South Dakota",19397,"Davison County, South Dakota",0
G4600370,2006-2010,SD,,,South Dakota,46,Day County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46037,,,"Day County, South Dakota",5714,"Day County, South Dakota",0
G4600390,2006-2010,SD,,,South Dakota,46,Deuel County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46039,,,"Deuel County, South Dakota",4373,"Deuel County, South Dakota",0
G4600410,2006-2010,SD,,,South Dakota,46,Dewey County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46041,,,"Dewey County, South Dakota",5354,"Dewey County, South Dakota",0
G4600430,2006-2010,SD,,,South Dakota,46,Douglas County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46043,,,"Douglas County, South Dakota",3046,"Douglas County, South Dakota",0
G4600450,2006-2010,SD,,,South Dakota,46,Edmunds County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46045,,,"Edmunds County, South Dakota",4047,"Edmunds County, South Dakota",0
G4600470,2006-2010,SD,,,South Dakota,46,Fall River County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46047,,,"Fall River County, South Dakota",7078,"Fall River County, South Dakota",0
G4600490,2006-2010,SD,,,South Dakota,46,Faulk County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46049,,,"Faulk County, South Dakota",2386,"Faulk County, South Dakota",0
G4600510,2006-2010,SD,,,South Dakota,46,Grant County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46051,,,"Grant County, South Dakota",7382,"Grant County, South Dakota",0
G4600530,2006-2010,SD,,,South Dakota,46,Gregory County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46053,,,"Gregory County, South Dakota",4272,"Gregory County, South Dakota",0
G4600550,2006-2010,SD,,,South Dakota,46,Haakon County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46055,,,"Haakon County, South Dakota",1886,"Haakon County, South Dakota",167
G4600570,2006-2010,SD,,,South Dakota,46,Hamlin County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46057,,,"Hamlin County, South Dakota",5761,"Hamlin County, South Dakota",0
G4600590,2006-2010,SD,,,South Dakota,46,Hand County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46059,,,"Hand County, South Dakota",3402,"Hand County, South Dakota",0
G4600610,2006-2010,SD,,,South Dakota,46,Hanson County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46061,,,"Hanson County, South Dakota",3382,"Hanson County, South Dakota",0
G4600630,2006-2010,SD,,,South Dakota,46,Harding County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46063,,,"Harding County, South Dakota",1250,"Harding County, South Dakota",105
G4600650,2006-2010,SD,,,South Dakota,46,Hughes County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46065,,,"Hughes County, South Dakota",16827,"Hughes County, South Dakota",0
G4600670,2006-2010,SD,,,South Dakota,46,Hutchinson County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46067,,,"Hutchinson County, South Dakota",7388,"Hutchinson County, South Dakota",0
G4600690,2006-2010,SD,,,South Dakota,46,Hyde County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46069,,,"Hyde County, South Dakota",1520,"Hyde County, South Dakota",109
G4600710,2006-2010,SD,,,South Dakota,46,Jackson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46071,,,"Jackson County, South Dakota",2991,"Jackson County, South Dakota",0
G4600730,2006-2010,SD,,,South Dakota,46,Jerauld County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46073,,,"Jerauld County, South Dakota",2038,"Jerauld County, South Dakota",0
G4600750,2006-2010,SD,,,South Dakota,46,Jones County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46075,,,"Jones County, South Dakota",1076,"Jones County, South Dakota",166
G4600770,2006-2010,SD,,,South Dakota,46,Kingsbury County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46077,,,"Kingsbury County, South Dakota",5169,"Kingsbury County, South Dakota",0
G4600790,2006-2010,SD,,,South Dakota,46,Lake County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46079,,,"Lake County, South Dakota",11008,"Lake County, South Dakota",0
G4600810,2006-2010,SD,,,South Dakota,46,Lawrence County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46081,,,"Lawrence County, South Dakota",23670,"Lawrence County, South Dakota",0
G4600830,2006-2010,SD,,,South Dakota,46,Lincoln County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46083,,,"Lincoln County, South Dakota",41289,"Lincoln County, South Dakota",0
G4600850,2006-2010,SD,,,South Dakota,46,Lyman County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46085,,,"Lyman County, South Dakota",3736,"Lyman County, South Dakota",0
G4600870,2006-2010,SD,,,South Dakota,46,McCook County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46087,,,"McCook County, South Dakota",5639,"McCook County, South Dakota",0
G4600890,2006-2010,SD,,,South Dakota,46,McPherson County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46089,,,"McPherson County, South Dakota",2506,"McPherson County, South Dakota",0
G4600910,2006-2010,SD,,,South Dakota,46,Marshall County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46091,,,"Marshall County, South Dakota",4618,"Marshall County, South Dakota",0
G4600930,2006-2010,SD,,,South Dakota,46,Meade County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46093,,,"Meade County, South Dakota",25156,"Meade County, South Dakota",0
G4600950,2006-2010,SD,,,South Dakota,46,Mellette County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46095,,,"Mellette County, South Dakota",2032,"Mellette County, South Dakota",0
G4600970,2006-2010,SD,,,South Dakota,46,Miner County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46097,,,"Miner County, South Dakota",2411,"Miner County, South Dakota",0
G4600990,2006-2010,SD,,,South Dakota,46,Minnehaha County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46099,,,"Minnehaha County, South Dakota",165799,"Minnehaha County, South Dakota",0
G4601010,2006-2010,SD,,,South Dakota,46,Moody County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46101,,,"Moody County, South Dakota",6511,"Moody County, South Dakota",0
G4601030,2006-2010,SD,,,South Dakota,46,Pennington County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46103,,,"Pennington County, South Dakota",97922,"Pennington County, South Dakota",0
G4601050,2006-2010,SD,,,South Dakota,46,Perkins County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46105,,,"Perkins County, South Dakota",2976,"Perkins County, South Dakota",105
G4601070,2006-2010,SD,,,South Dakota,46,Potter County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46107,,,"Potter County, South Dakota",2380,"Potter County, South Dakota",101
G4601090,2006-2010,SD,,,South Dakota,46,Roberts County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46109,,,"Roberts County, South Dakota",10033,"Roberts County, South Dakota",0
G4601110,2006-2010,SD,,,South Dakota,46,Sanborn County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46111,,,"Sanborn County, South Dakota",2380,"Sanborn County, South Dakota",0
G4601130,2006-2010,SD,,,South Dakota,46,Shannon County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46113,,,"Shannon County, South Dakota",13437,"Shannon County, South Dakota",0
G4601150,2006-2010,SD,,,South Dakota,46,Spink County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46115,,,"Spink County, South Dakota",6518,"Spink County, South Dakota",0
G4601170,2006-2010,SD,,,South Dakota,46,Stanley County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46117,,,"Stanley County, South Dakota",2896,"Stanley County, South Dakota",0
G4601190,2006-2010,SD,,,South Dakota,46,Sully County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46119,,,"Sully County, South Dakota",1328,"Sully County, South Dakota",109
G4601210,2006-2010,SD,,,South Dakota,46,Todd County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46121,,,"Todd County, South Dakota",9575,"Todd County, South Dakota",0
G4601230,2006-2010,SD,,,South Dakota,46,Tripp County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46123,,,"Tripp County, South Dakota",5743,"Tripp County, South Dakota",0
G4601250,2006-2010,SD,,,South Dakota,46,Turner County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46125,,,"Turner County, South Dakota",8368,"Turner County, South Dakota",0
G4601270,2006-2010,SD,,,South Dakota,46,Union County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46127,,,"Union County, South Dakota",13903,"Union County, South Dakota",0
G4601290,2006-2010,SD,,,South Dakota,46,Walworth County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46129,,,"Walworth County, South Dakota",5408,"Walworth County, South Dakota",0
G4601350,2006-2010,SD,,,South Dakota,46,Yankton County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46135,,,"Yankton County, South Dakota",22216,"Yankton County, South Dakota",0
G4601370,2006-2010,SD,,,South Dakota,46,Ziebach County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US46137,,,"Ziebach County, South Dakota",2765,"Ziebach County, South Dakota",0
G4700010,2006-2010,TN,,,Tennessee,47,Anderson County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47001,,,"Anderson County, Tennessee",74257,"Anderson County, Tennessee",0
G4700030,2006-2010,TN,,,Tennessee,47,Bedford County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47003,,,"Bedford County, Tennessee",44172,"Bedford County, Tennessee",0
G4700050,2006-2010,TN,,,Tennessee,47,Benton County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47005,,,"Benton County, Tennessee",16456,"Benton County, Tennessee",0
G4700070,2006-2010,TN,,,Tennessee,47,Bledsoe County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47007,,,"Bledsoe County, Tennessee",12946,"Bledsoe County, Tennessee",0
G4700090,2006-2010,TN,,,Tennessee,47,Blount County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47009,,,"Blount County, Tennessee",121140,"Blount County, Tennessee",0
G4700110,2006-2010,TN,,,Tennessee,47,Bradley County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47011,,,"Bradley County, Tennessee",97192,"Bradley County, Tennessee",0
G4700130,2006-2010,TN,,,Tennessee,47,Campbell County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47013,,,"Campbell County, Tennessee",40623,"Campbell County, Tennessee",0
G4700150,2006-2010,TN,,,Tennessee,47,Cannon County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47015,,,"Cannon County, Tennessee",13631,"Cannon County, Tennessee",0
G4700170,2006-2010,TN,,,Tennessee,47,Carroll County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47017,,,"Carroll County, Tennessee",28644,"Carroll County, Tennessee",0
G4700190,2006-2010,TN,,,Tennessee,47,Carter County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47019,,,"Carter County, Tennessee",57710,"Carter County, Tennessee",0
G4700210,2006-2010,TN,,,Tennessee,47,Cheatham County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47021,,,"Cheatham County, Tennessee",38809,"Cheatham County, Tennessee",0
G4700230,2006-2010,TN,,,Tennessee,47,Chester County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47023,,,"Chester County, Tennessee",16793,"Chester County, Tennessee",0
G4700250,2006-2010,TN,,,Tennessee,47,Claiborne County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47025,,,"Claiborne County, Tennessee",31901,"Claiborne County, Tennessee",0
G4700270,2006-2010,TN,,,Tennessee,47,Clay County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47027,,,"Clay County, Tennessee",7888,"Clay County, Tennessee",0
G4700290,2006-2010,TN,,,Tennessee,47,Cocke County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47029,,,"Cocke County, Tennessee",35473,"Cocke County, Tennessee",0
G4700310,2006-2010,TN,,,Tennessee,47,Coffee County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47031,,,"Coffee County, Tennessee",52344,"Coffee County, Tennessee",0
G4700330,2006-2010,TN,,,Tennessee,47,Crockett County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47033,,,"Crockett County, Tennessee",14524,"Crockett County, Tennessee",0
G4700350,2006-2010,TN,,,Tennessee,47,Cumberland County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47035,,,"Cumberland County, Tennessee",54977,"Cumberland County, Tennessee",0
G4700370,2006-2010,TN,,,Tennessee,47,Davidson County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47037,,,"Davidson County, Tennessee",612884,"Davidson County, Tennessee",0
G4700390,2006-2010,TN,,,Tennessee,47,Decatur County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US47039,,,"Decatur County, Tennessee",11716,"Decatur County, Tennessee",0
